ORIGINAL_ITEM_NAME,RECOMENDED_ITEM_NAME,LIFT,COSINE_SIMILARITY
Js Broccoli Chse/tomato Ind quiche 170g,Stamford St Cheese and Onion Quiche 400g,0.0,0.4231827
Js Broccoli Chse/tomato Ind quiche 170g,JS Chicken Casserole 400g,0.0,0.3994676
Js Broccoli Chse/tomato Ind quiche 170g,JS Cod in Parsley Sauce 400g,4.879819,0.39740753
Stamford St. Soft Spread 500g,Stamford St Mixed Portions Pack 2kg,5.296136,0.47072577
Stamford St. Soft Spread 500g,Stamford Street Wholemeal Medium 800g,0.0,0.46607724
Stamford St. Soft Spread 500g,Stamford Street Mayonnaise 500ml,0.0,0.44651097
Stamford St. Soft Spread 500g,Stamford Street White Bread Medium 800g,0.0,0.44396275
Whiskas 1+ Cat Pouch Fish jelly 40x85g,Whiskas 7+ Cat Pouch fish jelly 12x85g,1.69671,0.6600548
Whiskas 1+ Cat Pouch Fish jelly 40x85g,Whiskas 2-12mths Kit Pouch fish 12x85g,0.0,0.6025008
Whiskas 1+ Cat Pouch Fish jelly 40x85g,Whiskas 1+ Cat Pouch Poultry jel 40x85g,43.56609,0.5919782
Whiskas 1+ Cat Pouch Fish jelly 40x85g,Whiskas 1+ Cat Pouch Poultry jel 12x85g,0.0,0.5879055
JS dental sticks for small dogs x14 220g,JS dental sticks for large dogs x14 540g,0.0,0.78516924
JS dental sticks for small dogs x14 220g,JS dental sticks medium dogs x14 360g,6.278933,0.66152704
JS dental sticks for small dogs x14 220g,JS minty fresh dental sticks large 540g,2.576934,0.6148809
JS dental sticks for small dogs x14 220g,JS minty fresh dental sticks medium 360g,2.129808,0.59417397
Stamford Street Wholemeal Medium 800g,Stamford Street White Bread Medium 800g,0.0,0.45643768
Stamford Street Wholemeal Medium 800g,Stamford St 8 Wholemeal Tortilla Wraps,0.0,0.37999296
Stamford Street Wholemeal Medium 800g,JS Soft White Farmhouse 800g,0.0,0.22085252
Stamford Street Wholemeal Medium 800g,JS 6 Wholemeal Muffins,1.945576,0.19572732
TENA Lady Discreet Normal Pads x12,Always Discreet Sensitv Bladder Pad L+ 8,0.0,0.52657044
TENA Lady Discreet Normal Pads x12,Tena Lady Discreet Normal x16pc,6.978424,0.43623906
TENA Lady Discreet Normal Pads x12,Tena lady - extra duo pack x20,0.0,0.37644508
TENA Lady Discreet Normal Pads x12,Tena lady - extra plus duo pack x16,0.0,0.3547392
McVitie's Club Orange Chocolate Biscuit,McVitie's Club  Mint x7,14.568046,0.510696
McVitie's Club Orange Chocolate Biscuit,McVitie's Club Salted Caramel x7,11.368535,0.4917734
McVitie's Club Orange Chocolate Biscuit,Stamford Street Digestive Biscuits 400g,0.0,0.47794002
McVitie's Club Orange Chocolate Biscuit,Kit Kat choc orange 2 finger 9 pack,0.0,0.35800433
Whiskas 7+ Cat Pouch Poultry JEL 12x85g,Whiskas 1+ Cat Pouch Poultry jel 12x85g,0.0,0.75329566
Whiskas 7+ Cat Pouch Poultry JEL 12x85g,Whiskas 1+ Cat Pouch Poultry jel 40x85g,1.645626,0.75145584
Whiskas 7+ Cat Pouch Poultry JEL 12x85g,Whiskas 1+ dry cat food chicken 800g,0.0,0.57427025
Whiskas 7+ Cat Pouch Poultry JEL 12x85g,Whiskas 1+ Cat Pouch Fish jelly 40x85g,0.0,0.5615207
Pot Noodle King Pot Beef & Tomato 114g,Stamford St Beef Burgers x8 397g,0.0,0.41284674
Pot Noodle King Pot Beef & Tomato 114g,Purina One senior cat beef/chkn 8x85g,0.0,0.38640556
Pot Noodle King Pot Beef & Tomato 114g,Pedigree tasty minis beef & cheese 140g,0.0,0.3844857
Pot Noodle King Pot Beef & Tomato 114g,Misfits twistos with beef 105g,0.0,0.37266743
JS deli sticks salmon & trout x10 50g,JS snack pockets with salmon 65g,0.0,0.55625
JS deli sticks salmon & trout x10 50g,Webbox salmon & trout tasty stick x6 30g,7.351069,0.5502653
JS deli sticks salmon & trout x10 50g,JS deli sticks chicken & liver x10 50g,0.0,0.50617445
JS deli sticks salmon & trout x10 50g,Gourmet Gold senior salmon 8x85g,3.309791,0.46564677
Kit Kat choc orange 2 finger 9 pack,Kit Kat 2 Finger Caramel Multipack X9,0.0,0.5536121
Kit Kat choc orange 2 finger 9 pack,Kit Kat dark choc 2 finger 9pk,3.671984,0.5459328
Kit Kat choc orange 2 finger 9 pack,Kitkat 2 finger choc orange 14pk,0.0,0.5004281
Kit Kat choc orange 2 finger 9 pack,Kit Kat 2 Finger White MPK 9x20.7g,0.0,0.49178505
Stamford Street Mayonnaise 500ml,Stamford Street Digestive Biscuits 400g,4.321746,0.43755782
Stamford Street Mayonnaise 500ml,Stamford St Mixed Portions Pack 2kg,7.181968,0.42639434
Stamford Street Mayonnaise 500ml,Stamford Street White Bread Medium 800g,0.0,0.41675407
Stamford Street Mayonnaise 500ml,Stamford Street Strawberry &Vanilla Roll,10.77574,0.40490443
Stamford Street Easy Peelers 600g,JS Easy Peeler Single,0.0,0.47107035
Stamford Street Easy Peelers 600g,Stamford St Mixed Portions Pack 2kg,1.983547,0.45246145
Stamford Street Easy Peelers 600g,Stamford Street Mini Rolls 102g,2.220518,0.44712365
Stamford Street Easy Peelers 600g,Stamford St. Soft Spread 500g,3.656778,0.4447808
Oatly Oat Drink Skinny 1l,Daily's Oats 1kg,0.0,0.35844922
Oatly Oat Drink Skinny 1l,Activia Fibre Walnut & Oat Breakfast Gu,0.0,0.33218557
Oatly Oat Drink Skinny 1l,JS DIET INDIAN TONIC WATER 1L,0.0,0.3244934
Oatly Oat Drink Skinny 1l,Activia Fibre Apple Cereals Breakfast G,0.0,0.31611693
JS deli sticks chicken & liver x10 50g,JS snack pockets with chicken 65g,0.0,0.52375907
JS deli sticks chicken & liver x10 50g,JS deli sticks salmon & trout x10 50g,88.426905,0.49065578
JS deli sticks chicken & liver x10 50g,Webbox chckn & liver tasty sticks x6 30g,9.573272,0.46636888
JS deli sticks chicken & liver x10 50g,JS snack pockets with salmon 65g,0.0,0.4580146
JS Roast Lamb Dinner 400g,JS chicken hotpot dinner 400g,0.0,0.4846878
JS Roast Lamb Dinner 400g,Young's Salmon Fillet Dinner 380g,0.0,0.3423357
JS Roast Lamb Dinner 400g,Stamford St Large Pork Sausages 1kg,0.0,0.32033962
JS Roast Lamb Dinner 400g,Stamford St Beef Burgers x8 397g,0.0,0.30148816
Stamford Street White Bread Medium 800g,Stamford St 8 Wholemeal Tortilla Wraps,0.0,0.4435174
Stamford Street White Bread Medium 800g,Stamford Street Wholemeal Medium 800g,42.025409,0.4371274
Stamford Street White Bread Medium 800g,JS Soft White Farmhouse 800g,0.0,0.21230207
Stamford Street White Bread Medium 800g,JS 6 Wholemeal Muffins,0.0,0.20309472
JS House Cabernet Sauvignon 225cl,JS House Sauvignon Blanc 75cl,1.913383,0.6624007
JS House Cabernet Sauvignon 225cl,JS WS Mulled Wine 75cl,0.0,0.41909087
JS House Cabernet Sauvignon 225cl,Sainsburys Brandy 70cl,3.571314,0.35621223
JS House Cabernet Sauvignon 225cl,SSTC Grapes 500g,0.0,0.3529489
Birra Moretti 660ml,Birra Moretti Can 10x330ml,3.446928,0.44065744
Birra Moretti 660ml,Stella Artois 18x440ml,0.0,0.34161043
Birra Moretti 660ml,Peroni Nastro Azzurro 620ml,0.0,0.2782807
Birra Moretti 660ml,Carling Lager 18x440ml,0.0,0.26296955
Kit Kat 2 Finger White MPK 9x20.7g,Kit Kat 2 Finger Caramel Multipack X9,0.0,0.5220487
Kit Kat 2 Finger White MPK 9x20.7g,Kit Kat choc orange 2 finger 9 pack,7.494844,0.48017734
Kit Kat 2 Finger White MPK 9x20.7g,Kit Kat dark choc 2 finger 9pk,3.00672,0.4799984
Kit Kat 2 Finger White MPK 9x20.7g,Kit Kat 2 Finger Dark Mint 9x20.7g,0.0,0.47396284
Nescafe Dolce Gusto Cappuccino x8 186g,Nescafe Dolce Gusto Cafe Au Lait 160g,0.0,0.55944717
Nescafe Dolce Gusto Cappuccino x8 186g,Nescafe Cafe Irish Cream Latte 158g,0.0,0.49477348
Nescafe Dolce Gusto Cappuccino x8 186g,Nescafe Dolce Gusto Americano 128g,0.0,0.490682
Nescafe Dolce Gusto Cappuccino x8 186g,NESCAFE ORIGINAL COFFEE 300G,0.0,0.461424
Felix AGAIL senior meat selectn 12x100g,Felix AGAIL meat selct pork/duck 12x100g,0.0,0.5804808
Felix AGAIL senior meat selectn 12x100g,Felix AGAIL vegetable selection 12x100g,0.0,0.57953334
Felix AGAIL senior meat selectn 12x100g,Felix AGAIL meaty selectn in jly 12x100g,0.0,0.53496075
Felix AGAIL senior meat selectn 12x100g,Felix AGAIL d/delics meaty 12x100g,0.0,0.5279628
Monster Munch Roast Beef 6pk,JS ROASTED MONKEY NUTS IN SHELLS 300G,0.0,0.34449303
Monster Munch Roast Beef 6pk,Wotsits Crunchy Cheese,0.0,0.29533973
Monster Munch Roast Beef 6pk,KP Skips Prawn Cocktail 14x13.1g,0.0,0.2900565
Monster Munch Roast Beef 6pk,JS ROASTED SALTED PISTACHIOS 300G,0.0,0.2770181
Webbox Lick-e-Lix liver & grass 5x15g,Webbox chckn & liver tasty sticks x6 30g,20.261788,0.5267397
Webbox Lick-e-Lix liver & grass 5x15g,Webbox lick-e-lix salmon 5x15g,0.0,0.51262504
Webbox Lick-e-Lix liver & grass 5x15g,Webbox lick-e-lix chicken 5x15g,53.354024,0.500703
Webbox Lick-e-Lix liver & grass 5x15g,Webbox cat sticks with duck x6 30g,0.0,0.46451873
Go-Cat adult tuna herring & veg 750g,Gourmet mon petit tuna/salmn/trout 6x50g,3.082724,0.47418892
Go-Cat adult tuna herring & veg 750g,Gourmet Gold ocean fish paté 85g,0.0,0.44432643
Go-Cat adult tuna herring & veg 750g,Go-Cat adult chicken & duck 2kg,0.0,0.44390225
Go-Cat adult tuna herring & veg 750g,Whiskas 1+ Cat Pouch Fish jelly 40x85g,6.583113,0.4362844
JS ORANGES SINGLE,Stamford Street Oranges x5,0.0,0.3640923
JS ORANGES SINGLE,JS Balance Red Fruit 375g,0.0,0.34765628
JS ORANGES SINGLE,JS Easy Peeler Single,0.0,0.34152684
JS ORANGES SINGLE,JS Large Kiwi Fruit,2.923511,0.3200298
Pepsi Max Cherry 24x330ml,Pepsi Max cherry 1.25L,0.0,0.5943155
Pepsi Max Cherry 24x330ml,Diet Pepsi Caffeine Free 2L,0.0,0.3841324
Pepsi Max Cherry 24x330ml,Coke 24x330ml,2.169657,0.33524102
Pepsi Max Cherry 24x330ml,JS Strawberry&Kiwi Still Water 4x500ml,0.0,0.30565095
Cesar country stew selection 8x150g,Butcher's tripe loaf recipes 12x400g,0.0,0.401704
Cesar country stew selection 8x150g,Cesar classic terrine mix 8x150g,0.0,0.39956516
Cesar country stew selection 8x150g,JS comn meaty loaf selection 6x400g,0.0,0.36711776
Cesar country stew selection 8x150g,Pedigree tasty minis beef & cheese 140g,6.106588,0.3630359
Dentalife ActivFresh dental small x7,JS dental sticks for small dogs x14 220g,0.0,0.35709888
Dentalife ActivFresh dental small x7,JS minty fresh dental sticks large 540g,0.0,0.34163618
Dentalife ActivFresh dental small x7,JS dental sticks for large dogs x14 540g,0.0,0.3358259
Dentalife ActivFresh dental small x7,JS minty fresh dental sticks medium 360g,0.0,0.33255795
WAGON WHEELS JAMMIE 229g,Kit Kat choc orange 2 finger 9 pack,2.441262,0.23850442
WAGON WHEELS JAMMIE 229g,McVitie's Club  Mint x7,3.740543,0.2195229
WAGON WHEELS JAMMIE 229g,Stamford Street Digestive Biscuits 400g,1.317137,0.2181403
WAGON WHEELS JAMMIE 229g,Kit Kat 2 Finger Caramel Multipack X9,0.0,0.21087292
Nescafe Original 3in1 102g,NESCAFE ORIGINAL COFFEE 300G,1.221557,0.4313228
Nescafe Original 3in1 102g,Nescafe DG Latte Macchiato Pods x16,0.0,0.34319308
Nescafe Original 3in1 102g,Nescafe Cafe Irish Cream Latte 158g,0.0,0.33649307
Nescafe Original 3in1 102g,Nescafe DG Americano Intenso x16 132.8g,0.0,0.31625402
Anchor Spreadable 250G,Stamford St. Soft Spread 500g,0.0,0.254059
Anchor Spreadable 250G,Walkers Squares Variety pack 12pk,0.0,0.20696652
Anchor Spreadable 250G,Stamford St 8 Wholemeal Tortilla Wraps,0.0,0.20438035
Anchor Spreadable 250G,Gourmet mon petit poultry 6x50g,1.020884,0.19860622
Yeo Valley Natural Kefir Yoghurt 950g,SSTC Natural Yoghurt 500g,0.0,0.4408796
Yeo Valley Natural Kefir Yoghurt 950g,SSTC yoghurts 4x125g,0.0,0.36581433
Yeo Valley Natural Kefir Yoghurt 950g,Activia Fibre Apple Cereals Breakfast G,0.0,0.30516857
Yeo Valley Natural Kefir Yoghurt 950g,Activia Fibre Walnut & Oat Breakfast Gu,0.0,0.30004436
Klg Spec K Peach & Apricot 360g,Kellogg's Fruit n Fibre 375g,0.0,0.42440778
Klg Spec K Peach & Apricot 360g,Klg Spec K Red Berries 330g,11.607492,0.39190844
Klg Spec K Peach & Apricot 360g,Kellogg's Special K Red Berries 500g,0.0,0.35034293
Klg Spec K Peach & Apricot 360g,Kellogg's Wheats Apricot 500g,0.0,0.33403575
Twix biscuit 16pkt 320g,Stamford Street Digestive Biscuits 400g,0.0,0.29022628
Twix biscuit 16pkt 320g,WAGON WHEELS JAMMIE 229g,1.46871,0.24250734
Twix biscuit 16pkt 320g,McVitie's Club Orange Chocolate Biscuit,2.312915,0.22458954
Twix biscuit 16pkt 320g,Cadbury Timeout 6 pack,2.788459,0.2211124
Dairy Pride Semi Skimmed UHT Milk 1ltr,Dairy Pride UHT Skimmed Milk 1l,6.414629,0.5847771
Dairy Pride Semi Skimmed UHT Milk 1ltr,JS Scottish Skimmed Milk 2 Pint 1.136L,0.0,0.43817365
Dairy Pride Semi Skimmed UHT Milk 1ltr,SSTC SOFT CREAM CHEESE 200G,1.296554,0.37248975
Dairy Pride Semi Skimmed UHT Milk 1ltr,Pedigree tasty minis beef & cheese 140g,0.0,0.32844272
JS biscuit selection for dogs 800g,JS dog biscuits bone selection 650g,0.0,0.62456334
JS biscuit selection for dogs 800g,JS small biscuit bones for dogs 800g,0.0,0.58641034
JS biscuit selection for dogs 800g,JS dental sticks for large dogs x14 540g,0.0,0.4833108
JS biscuit selection for dogs 800g,JS deli sausages for dogs x8 60g,3.081907,0.48092043
JS Royal Gala Apple single,JS Granny Smith Apples Single,4.638061,0.376889
JS Royal Gala Apple single,JS Braeburn apple single,0.0,0.3642652
JS Royal Gala Apple single,JS Cox Apple Single,0.0,0.32479036
JS Royal Gala Apple single,Stamford Street Apples x6,0.0,0.29859772
WALKERS DORITOS MIXED 12X30G,DORITOS TANGY CHEESE 5pk,0.0,0.41188514
WALKERS DORITOS MIXED 12X30G,Walkers Squares Variety pack 12pk,0.0,0.3826288
WALKERS DORITOS MIXED 12X30G,Walkers Variety 20pk,0.0,0.37184364
WALKERS DORITOS MIXED 12X30G,Walkers Cheese&Onion 12pk,0.0,0.35490164
Actimel Blueberry 8x100g,Activia Fusion Blueberry 4x120g,0.0,0.48716402
Actimel Blueberry 8x100g,BENECOL BLUEBERRY 6X67.5G,0.0,0.40391988
Actimel Blueberry 8x100g,Activia Fibre Apple Cereals Breakfast G,0.0,0.39073253
Actimel Blueberry 8x100g,ACTIVIA FUSIONS PRUNE YOGURT 4x120g,1.273972,0.33940744
Whiskas 1+ Cat Pouch Poultry jel 12x85g,Whiskas 1+ Cat Pouch Poultry jel 40x85g,2.936038,0.7509023
Whiskas 1+ Cat Pouch Poultry jel 12x85g,Whiskas 7+ Cat Pouch Poultry JEL 12x85g,5.264086,0.73338664
Whiskas 1+ Cat Pouch Poultry jel 12x85g,Whiskas 1+ dry cat food chicken 800g,0.0,0.5761837
Whiskas 1+ Cat Pouch Poultry jel 12x85g,Whiskas 1+ Cat Pouch Fish jelly 40x85g,3.128833,0.5629257
Courvoisier VS Cognac 70cl,Sainsburys Brandy 70cl,0.0,0.1643087
Courvoisier VS Cognac 70cl,Sainsbury's Vodka 70cl,0.0,0.105992734
Courvoisier VS Cognac 70cl,Triple Distilled British Vodka 1L,0.0,0.0961436
Courvoisier VS Cognac 70cl,Triple Distilled British Vodka 1.5L,0.0,0.09512129
JS Reduced Salt Yeast Extract 225g,JS Reduced Sugar Strawberry Jam 415g,1.22917,0.4240922
JS Reduced Salt Yeast Extract 225g,Hubbards Peanut Butter 340g,2.525463,0.19127485
Activia Fibre Apple Cereals Breakfast G,Activia Fibre Walnut & Oat Breakfast Gu,0.0,0.53096604
Activia Fibre Apple Cereals Breakfast G,ACTIVIA FUSIONS PRUNE YOGURT 4x120g,4.920421,0.3653487
Activia Fibre Apple Cereals Breakfast G,Activia Fusion Blueberry 4x120g,0.0,0.3153016
Activia Fibre Apple Cereals Breakfast G,Actimel Blueberry 8x100g,1.215917,0.25429428
Kellogg's Fruit n Fibre 375g,Kellogg's Special K Red Berries 500g,0.0,0.55991924
Kellogg's Fruit n Fibre 375g,Kellogg's Wheats Apricot 500g,0.0,0.5513277
Kellogg's Fruit n Fibre 375g,Kellogg's Just Right 500g,0.0,0.48066092
Kellogg's Fruit n Fibre 375g,Klg Spec K Peach & Apricot 360g,1.235977,0.30995715
Felix AGAIL d/delics meaty 12x100g,Felix AGAIL d/delics senior 12x100g,8.7531,0.54886353
Felix AGAIL d/delics meaty 12x100g,Felix AGAIL senior meat selectn 12x100g,9.073202,0.5404111
Felix AGAIL d/delics meaty 12x100g,Felix AGAIL meat selct pork/duck 12x100g,0.0,0.5353254
Felix AGAIL d/delics meaty 12x100g,Felix AGAIL d/delics fish selctn 12x100g,0.0,0.52240306
Hubbards Spaghetti Rings 400g,Hubbards Pasta Shapes 1kg,0.0,0.6094636
Hubbards Spaghetti Rings 400g,Hubbard's Pasta Sauce 440g,0.0,0.53572583
Hubbards Spaghetti Rings 400g,Hubbards Orange Double Con NAS 750ml,7.588917,0.49988562
Hubbards Spaghetti Rings 400g,Hubbard'Orange Medium Cut Marmalade 454g,0.0,0.49463445
Misfits twistos with beef 105g,JS twister with chicken & game x8 120g,18.077188,0.41506806
Misfits twistos with beef 105g,JS biscuit rolls with beef 550g,0.0,0.3681371
Misfits twistos with beef 105g,Good Boy chewy twists with chicken 90g,0.0,0.3535424
Misfits twistos with beef 105g,Pedigree tasty minis beef & cheese 140g,7.8562,0.35105044
Activia Fibre Walnut & Oat Breakfast Gu,Activia Fibre Apple Cereals Breakfast G,24.514373,0.5249618
Activia Fibre Walnut & Oat Breakfast Gu,ACTIVIA FUSIONS PRUNE YOGURT 4x120g,5.240149,0.29422522
Activia Fibre Walnut & Oat Breakfast Gu,Activia Fusion Blueberry 4x120g,0.0,0.24710056
Activia Fibre Walnut & Oat Breakfast Gu,Actimel Blueberry 8x100g,1.148011,0.19234022
Webbox cat sticks with duck x6 30g,Webbox turkey & lamb tasty sticks x6 30g,82.58531,0.41765276
Webbox cat sticks with duck x6 30g,Webbox chckn & liver tasty sticks x6 30g,76.656622,0.4088292
Webbox cat sticks with duck x6 30g,Webbox Lick-e-Lix liver & grass 5x15g,36.820393,0.3867436
Webbox cat sticks with duck x6 30g,Webbox lick-e-lix salmon 5x15g,0.0,0.38016552
SSTC yoghurts 4x125g,SSTC Natural Yoghurt 500g,0.0,0.55922437
SSTC yoghurts 4x125g,Yeo Valley Natural Kefir Yoghurt 950g,0.0,0.47284472
SSTC yoghurts 4x125g,Activia Fibre Apple Cereals Breakfast G,0.0,0.4010269
SSTC yoghurts 4x125g,Activia Fibre Walnut & Oat Breakfast Gu,0.0,0.2695209
JS chicken hotpot dinner 400g,JS Roast Lamb Dinner 400g,48.641586,0.52459836
JS chicken hotpot dinner 400g,Young's Salmon Fillet Dinner 380g,0.0,0.42260236
JS chicken hotpot dinner 400g,Stamford St Large Pork Sausages 1kg,0.0,0.33689654
JS chicken hotpot dinner 400g,Stamford St Beef Burgers x8 397g,0.0,0.31953204
JS Rocket Lollies 8pkt 464ml,JS 1+ meat &fish selctn in jelly 48x100g,1.233253,0.40616816
JS Rocket Lollies 8pkt 464ml,JS 7+ meat&fish selctn in jelly 12x100g,0.0,0.39506114
JS Rocket Lollies 8pkt 464ml,JS deli sausages for dogs x8 60g,0.0,0.39385256
JS Rocket Lollies 8pkt 464ml,JS 6 Wholemeal Muffins,0.0,0.39235938
Gourmet Gold ocean fish paté 85g,Go-Cat adult tuna herring & veg 750g,4.195438,0.55848503
Gourmet Gold ocean fish paté 85g,Gourmet mon petit tuna/salmn/trout 6x50g,12.459952,0.54228806
Gourmet Gold ocean fish paté 85g,Gourmet Gold senior salmon 8x85g,8.186924,0.54032123
Gourmet Gold ocean fish paté 85g,Sheba fresh & fine fish in gravy 6x50g,7.811678,0.49286926
JS dental sticks for large dogs x14 540g,JS dental sticks for small dogs x14 220g,6.179639,0.77153516
JS dental sticks for large dogs x14 540g,JS dental sticks medium dogs x14 360g,4.835783,0.66061425
JS dental sticks for large dogs x14 540g,JS minty fresh dental sticks large 540g,17.27623,0.61908996
JS dental sticks for large dogs x14 540g,JS minty fresh dental sticks medium 360g,3.014375,0.5829353
Nescafe DG Americano Intenso x16 132.8g,Nescafe Dolce Gusto Americano 128g,0.0,0.4034462
Nescafe DG Americano Intenso x16 132.8g,Nescafe DG Latte Macchiato Pods x16,0.0,0.3857944
Nescafe DG Americano Intenso x16 132.8g,Nescafe Dolce Gusto Cafe Au Lait 160g,0.0,0.36403805
Nescafe DG Americano Intenso x16 132.8g,Nescafe Original 3in1 102g,0.0,0.36015493
Nescafe Cafe Irish Cream Latte 158g,Nescafe Dolce Gusto Cafe Au Lait 160g,0.0,0.49498558
Nescafe Cafe Irish Cream Latte 158g,NESCAFE ORIGINAL COFFEE 300G,0.0,0.47710535
Nescafe Cafe Irish Cream Latte 158g,Nescafe DG Latte Macchiato Pods x16,0.0,0.43336266
Nescafe Cafe Irish Cream Latte 158g,Nescafe Dolce Gusto Cappuccino x8 186g,0.0,0.4231599
JS WS Mulled Wine 75cl,JS House Sauvignon Blanc 75cl,0.0,0.47804272
JS WS Mulled Wine 75cl,JS House Cabernet Sauvignon 225cl,0.0,0.47644234
JS WS Mulled Wine 75cl,JS DIET INDIAN TONIC WATER 1L,0.0,0.34862578
JS WS Mulled Wine 75cl,JS Original Dry Cider 4x440ml,0.0,0.3232824
Panadol Extra soluble x24,Panadol Extra Advance x14,0.0,0.3877719
Panadol Extra soluble x24,Panadol Advance tablets x16,0.0,0.3689162
Panadol Extra soluble x24,McVitie's Club Salted Caramel x7,0.0,0.3220293
Panadol Extra soluble x24,Ovaltine Malted Original Drink 300g,0.0,0.31831366
Hubbard's Strawberry Jam 454g,JS Reduced Sugar Strawberry Jam 415g,2.552901,0.4154172
Hubbard's Strawberry Jam 454g,Hubbards Peanut Butter 340g,12.153827,0.39426038
Hubbard's Strawberry Jam 454g,Hubbard'Orange Medium Cut Marmalade 454g,0.0,0.35077223
Butcher's simply gentle cans 6x390g,Butcher's tripe loaf recipes 12x400g,0.0,0.4313037
Butcher's simply gentle cans 6x390g,JS deli sausages for dogs x8 60g,3.085869,0.35441166
Butcher's simply gentle cans 6x390g,Bakers sizzlers bacon 90g,3.449326,0.35322806
Butcher's simply gentle cans 6x390g,Pedigree tasty minis beef & cheese 140g,1.463419,0.35298064
Red Bull energy drink 4x250ml,Diet Pepsi Caffeine Free 2L,0.0,0.39406443
Red Bull energy drink 4x250ml,Old Jamaica ginger beer 1.5L,0.0,0.3782816
Red Bull energy drink 4x250ml,JS DIET INDIAN TONIC WATER 1L,0.0,0.3272813
Red Bull energy drink 4x250ml,Pepsi Max cherry 1.25L,0.0,0.31932747
Mr Porky Scratchings 65g,JS ROASTED MONKEY NUTS IN SHELLS 300G,0.0,0.33653265
Mr Porky Scratchings 65g,Walkers Meaty 20pk,0.0,0.3190292
Mr Porky Scratchings 65g,Monster Munch Roast Beef 6pk,0.0,0.3059508
Mr Porky Scratchings 65g,Walkers Cheese&Onion 12pk,0.0,0.29945153
Sainsbury's Apple Shampoo 500ml,Activia Fibre Apple Cereals Breakfast G,0.0,0.3487683
Sainsbury's Apple Shampoo 500ml,Sainsburys Brandy 70cl,0.0,0.3165384
Sainsbury's Apple Shampoo 500ml,Kellogg's Fruit n Fibre 375g,0.0,0.29554552
Sainsbury's Apple Shampoo 500ml,Tassimo Cadburys Chocolate Pods 240g,0.0,0.28691468
Felix AGAIL meat selct pork/duck 12x100g,Felix AGAIL senior meat selectn 12x100g,21.026065,0.5391195
Felix AGAIL meat selct pork/duck 12x100g,Felix AGAIL vegetable selection 12x100g,0.0,0.53389466
Felix AGAIL meat selct pork/duck 12x100g,Felix AGAIL d/delics meaty 12x100g,23.937815,0.47977483
Felix AGAIL meat selct pork/duck 12x100g,Felix AGAIL meaty selectn in jly 12x100g,0.0,0.47887778
JS Lambs Liver CW,JS FRESH PIGS LIVER CW,0.0,0.53304744
JS Lambs Liver CW,JS Lamb Breast CW,4.029169,0.51638234
JS Lambs Liver CW,JS Roast Lamb Dinner 400g,0.0,0.48540765
JS Lambs Liver CW,JS Chicken Liver 400g,6.47946,0.4808413
Fosters 18x440ml,Fosters 12x440ml,0.0,0.46245185
Fosters 18x440ml,Carling Lager 18x440ml,4.355815,0.2703976
Fosters 18x440ml,Budweiser 18x440ml,0.0,0.2638808
Fosters 18x440ml,Peroni 18x330ml,0.0,0.24092165
JS comn meat selectn in jelly 12x400g,JS comn meat selectn in gravy 12x400g,0.0,0.5796318
JS comn meat selectn in jelly 12x400g,JS comn for seniors meat in jelly 6x400g,5.760693,0.5599601
JS comn meat selectn in jelly 12x400g,JS deli sausages for dogs x8 60g,2.336495,0.5002939
JS comn meat selectn in jelly 12x400g,Pedigree meaty meals in jelly 6x385g,0.0,0.49096936
Hubbard's Pasta Sauce 440g,Hubbards Pasta Shapes 1kg,0.0,0.59678566
Hubbard's Pasta Sauce 440g,Hubbards Rice Pudding 400g,0.0,0.5168414
Hubbard's Pasta Sauce 440g,Hubbards Spaghetti Rings 400g,24.173805,0.51456773
Hubbard's Pasta Sauce 440g,Hubbards White Rice 1kg,14.154674,0.49963373
Pedigree meaty meals in jelly 6x385g,JS comn meat selectn in jelly 12x400g,3.437548,0.42057022
Pedigree meaty meals in jelly 6x385g,JS comn for seniors meat in jelly 6x400g,3.262431,0.40632284
Pedigree meaty meals in jelly 6x385g,Pedigree tasty minis beef & cheese 140g,4.446604,0.37592354
Pedigree meaty meals in jelly 6x385g,JS deli sausages for dogs x8 60g,3.445837,0.3444302
Gourmet mon petit beef/chkn/lamb 6x50g,Gourmet mon petit poultry 6x50g,62.517877,0.45645195
Gourmet mon petit beef/chkn/lamb 6x50g,Webbox turkey & lamb tasty sticks x6 30g,9.225439,0.41343945
Gourmet mon petit beef/chkn/lamb 6x50g,Purina One senior cat beef/chkn 8x85g,0.0,0.3825341
Gourmet mon petit beef/chkn/lamb 6x50g,Gourmet Gold savoury cake meat/fsh 8x85g,7.740033,0.3740791
Panadol Advance tablets x16,Panadol Extra Advance x14,0.0,0.40237015
Panadol Advance tablets x16,Gaviscon Double Action tablets x48,2.416219,0.39198983
Panadol Advance tablets x16,Panadol Extra soluble x24,0.0,0.3890199
Panadol Advance tablets x16,McVitie's Club Orange Chocolate Biscuit,0.0,0.2726584
Dreamies cat treats beef 60g,Dreamies cat treats tuna salmon mix 60g,0.0,0.6161206
Dreamies cat treats beef 60g,Dreamies cat treats chicken 60g,55.969033,0.6034651
Dreamies cat treats beef 60g,Dreamies cat treats cheese 60g,0.0,0.59441686
Dreamies cat treats beef 60g,Dreamies cat treats salmon 60g,0.0,0.5912624
Good Boy chewy twists with chicken 90g,Good Boy chewy chicken dumbbells 100g,29.977675,0.5360607
