ITEM,QUANTITY,TRANSACTIONS,ITEM_NAME,SEGMENT,SUB_CAT,CAT,SUPER_CAT,ITEM_TOTAL_WEIGHT_OR_VOL_QTY
5e51257163e12184ada71e9c5c7e3779cc32d54ba8faa9d0f269720142a965cf,3767.0000,2849,Wagg low fat treats 125g,ed3ff3ca1cbcd7165660213cb782f7a7d0e15b279a8d9874172f8d1267f5d427,8f178858267b3c6eefdc75ccbf9f1e9db9f25379f6e3274f1c5a04006d8c0770,5ea5bb241f5f6c24cea39e063836ed4a7586bb3b163e706e1ef4c9d1a752683c,5ffc1f1d48e32ed011478c1f2824079746972ee0f82c7ad844e10077e505597e,125.0000
47b99699ea79aa63c3ebb344893a15d2b20678e741426f61493bb92c61f93e4e,2919.0000,1911,JS mini log bones with chicken x4 180g,ed3ff3ca1cbcd7165660213cb782f7a7d0e15b279a8d9874172f8d1267f5d427,8f178858267b3c6eefdc75ccbf9f1e9db9f25379f6e3274f1c5a04006d8c0770,5ea5bb241f5f6c24cea39e063836ed4a7586bb3b163e706e1ef4c9d1a752683c,5ffc1f1d48e32ed011478c1f2824079746972ee0f82c7ad844e10077e505597e,180.0000
66b096669b12fa6aec5292df389d8f1ce78bad287689278704069e5701857871,1512.0000,1458,Pedigree dentastix medium dog x28 720g,ed3ff3ca1cbcd7165660213cb782f7a7d0e15b279a8d9874172f8d1267f5d427,8f178858267b3c6eefdc75ccbf9f1e9db9f25379f6e3274f1c5a04006d8c0770,5ea5bb241f5f6c24cea39e063836ed4a7586bb3b163e706e1ef4c9d1a752683c,5ffc1f1d48e32ed011478c1f2824079746972ee0f82c7ad844e10077e505597e,720.0000
a4cbc6c92b45f4e9f9a56ac45fcc0e60bfca2381dda506edd4b06071472534aa,5847.0000,3318,JS deli sausages for dogs x8 60g,ed3ff3ca1cbcd7165660213cb782f7a7d0e15b279a8d9874172f8d1267f5d427,8f178858267b3c6eefdc75ccbf9f1e9db9f25379f6e3274f1c5a04006d8c0770,5ea5bb241f5f6c24cea39e063836ed4a7586bb3b163e706e1ef4c9d1a752683c,5ffc1f1d48e32ed011478c1f2824079746972ee0f82c7ad844e10077e505597e,60.0000
f18f290747a3b335f1e3453c995abbcbf049c974f6ff3a35e68946625f9616d9,1938.0000,1837,Winalot shapes 800g,fe1c3939dcb78e33b8ada7ba6018c5e37ee27d61ffd1ed5ebd866c2594eca700,8f178858267b3c6eefdc75ccbf9f1e9db9f25379f6e3274f1c5a04006d8c0770,5ea5bb241f5f6c24cea39e063836ed4a7586bb3b163e706e1ef4c9d1a752683c,5ffc1f1d48e32ed011478c1f2824079746972ee0f82c7ad844e10077e505597e,800.0000
5ecbc9b7ff064994adbd3e109720e494c249eebd67d6fa4841add16a0fc0e823,1657.0000,1442,Good Boy chicken & calcium bones 100g,ed3ff3ca1cbcd7165660213cb782f7a7d0e15b279a8d9874172f8d1267f5d427,8f178858267b3c6eefdc75ccbf9f1e9db9f25379f6e3274f1c5a04006d8c0770,5ea5bb241f5f6c24cea39e063836ed4a7586bb3b163e706e1ef4c9d1a752683c,5ffc1f1d48e32ed011478c1f2824079746972ee0f82c7ad844e10077e505597e,100.0000
106862008bd46faf8e681703d8dd5ef0d94f3a63c04b4a01d83006eb43601fd1,1793.0000,1465,Pedigree dentastix small dog x7 110g,ed3ff3ca1cbcd7165660213cb782f7a7d0e15b279a8d9874172f8d1267f5d427,8f178858267b3c6eefdc75ccbf9f1e9db9f25379f6e3274f1c5a04006d8c0770,5ea5bb241f5f6c24cea39e063836ed4a7586bb3b163e706e1ef4c9d1a752683c,5ffc1f1d48e32ed011478c1f2824079746972ee0f82c7ad844e10077e505597e,110.0000
d5686e71cfc9a71c374cc862cab864af347b54e087be1775252b038b96e94640,3925.0000,3061,Pedigree tasty minis beef & cheese 140g,ed3ff3ca1cbcd7165660213cb782f7a7d0e15b279a8d9874172f8d1267f5d427,8f178858267b3c6eefdc75ccbf9f1e9db9f25379f6e3274f1c5a04006d8c0770,5ea5bb241f5f6c24cea39e063836ed4a7586bb3b163e706e1ef4c9d1a752683c,5ffc1f1d48e32ed011478c1f2824079746972ee0f82c7ad844e10077e505597e,140.0000
918a5d35ea957027853b0f0792a46211e4ea20c66c2811f05b23948044f0dee6,6505.0000,3269,Stamford Street White Bread Medium 800g,7daf22c75c84789c48d55af92a05a6f06750815a5f5719469bfa21108b232b66,bb3495506b137d1319ce220fdc8da4758487a5dc2f4606b49a4822246a4cdbc1,82d0ac32d4923570b515526d8c8e4877e558c8c6d199635b8b35200a826fbb11,7bac949c7751e676079835da84aebe8083fe5d6383e4057f6ab24fdcf9462ce6,800.0000
6129b3767ee98cc47d3dcfeb4d8c3245fa3cce074903b5b82a9e620b49eb32a3,3815.0000,3267,JS Soft White Farmhouse 800g,7daf22c75c84789c48d55af92a05a6f06750815a5f5719469bfa21108b232b66,bb3495506b137d1319ce220fdc8da4758487a5dc2f4606b49a4822246a4cdbc1,82d0ac32d4923570b515526d8c8e4877e558c8c6d199635b8b35200a826fbb11,7bac949c7751e676079835da84aebe8083fe5d6383e4057f6ab24fdcf9462ce6,800.0000
97ae0e13ebb542da3508485dc5827320b77f24ef77bd568c96a52c618fced328,6757.0000,3561,Stamford Street Wholemeal Medium 800g,7daf22c75c84789c48d55af92a05a6f06750815a5f5719469bfa21108b232b66,bb3495506b137d1319ce220fdc8da4758487a5dc2f4606b49a4822246a4cdbc1,82d0ac32d4923570b515526d8c8e4877e558c8c6d199635b8b35200a826fbb11,7bac949c7751e676079835da84aebe8083fe5d6383e4057f6ab24fdcf9462ce6,800.0000
3b5a94edb5a813484040d3d44c3dcfcfc792371601caeb6534d184383277479a,1117.0000,937,Cadbury Delights Hazelnut 5pk 110g,7acdf3620dd5d88ce0d4443ad81eb903b3474a153f1b15b59308c31c60537b48,a7670846a4b330c9e4b27c3f0889c43467a9f50180bad5f7d45db077ffd58316,5d3d12cd373d19e7c99640c1b46e15271fc5c9619d69e767df98841d678cf2fa,c3be12edf9bea03da807647c489dcccd824f7a85f8f563d7e9f62a5209618578,0.1100
73aaaa418179e2be665952ca686027d552301886b31ec700778cc563f98f5e2c,2226.0000,1813,Felix AGAIL meat selct pork/duck 12x100g,55c755086c12e995bcc794412f1d98be33be98a61f81285549c6fbbc100d262a,5610be2b7e5bd6934eef1f4501d180bd1ef7d8834e89600b5b378ff6f1743609,8bf754f57d95e45c904217a724480ad69378d5ab5a9f243a6ceeec62d8838662,5ffc1f1d48e32ed011478c1f2824079746972ee0f82c7ad844e10077e505597e,1.2000
d7d75597f1ac980f515ca8142deb45650ba6c10c5d378cdd3ce7494306b08484,1368.0000,1032,Felix AGAIL kitten mixed selectn 12x100g,55c755086c12e995bcc794412f1d98be33be98a61f81285549c6fbbc100d262a,5610be2b7e5bd6934eef1f4501d180bd1ef7d8834e89600b5b378ff6f1743609,8bf754f57d95e45c904217a724480ad69378d5ab5a9f243a6ceeec62d8838662,5ffc1f1d48e32ed011478c1f2824079746972ee0f82c7ad844e10077e505597e,1.2000
84bed2631cfe5d4651032ddec3aba05d810e020b93904317d7bb31b1bbb03372,1945.0000,1595,Whiskas 1+ Cat Pouch Poultry jel 12x85g,d73c702859f430f489868ba4728c557296ce1b8015409af46a52e9bd8f1e39dc,5610be2b7e5bd6934eef1f4501d180bd1ef7d8834e89600b5b378ff6f1743609,8bf754f57d95e45c904217a724480ad69378d5ab5a9f243a6ceeec62d8838662,5ffc1f1d48e32ed011478c1f2824079746972ee0f82c7ad844e10077e505597e,1020.0000
f46f3c0457ff2748c520cded85bb5615d55e5aaa3c8c4e8bf4b037fe340e7406,2032.0000,1908,Felix mixed selection jelly 40x100g,55c755086c12e995bcc794412f1d98be33be98a61f81285549c6fbbc100d262a,5610be2b7e5bd6934eef1f4501d180bd1ef7d8834e89600b5b378ff6f1743609,8bf754f57d95e45c904217a724480ad69378d5ab5a9f243a6ceeec62d8838662,5ffc1f1d48e32ed011478c1f2824079746972ee0f82c7ad844e10077e505597e,4.0000
e01750ef7e6dd2817c5c667e66882c931484d85ecd9b0d9633f2528d3d4a3263,4060.0000,3353,Felix AGAIL d/delics senior 12x100g,55c755086c12e995bcc794412f1d98be33be98a61f81285549c6fbbc100d262a,5610be2b7e5bd6934eef1f4501d180bd1ef7d8834e89600b5b378ff6f1743609,8bf754f57d95e45c904217a724480ad69378d5ab5a9f243a6ceeec62d8838662,5ffc1f1d48e32ed011478c1f2824079746972ee0f82c7ad844e10077e505597e,1.2000
d0189a0a485e59c06c4241ac2fdf4f6435278df917797e918ed7edde4c388072,1945.0000,1646,Felix AGAIL favourites selection 12x100g,55c755086c12e995bcc794412f1d98be33be98a61f81285549c6fbbc100d262a,5610be2b7e5bd6934eef1f4501d180bd1ef7d8834e89600b5b378ff6f1743609,8bf754f57d95e45c904217a724480ad69378d5ab5a9f243a6ceeec62d8838662,5ffc1f1d48e32ed011478c1f2824079746972ee0f82c7ad844e10077e505597e,1.2000
bc59ebf0c6d55c3dd90a838a4deb426cd2d3cf71de5b11497f4bd241acc4376c,2031.0000,1307,Gourmet Revelations mousse chicken 4x57g,7d769a7898623a873855ea9672ffddfd3e185d216b71fc3b5a8dc3996e78aae5,5610be2b7e5bd6934eef1f4501d180bd1ef7d8834e89600b5b378ff6f1743609,8bf754f57d95e45c904217a724480ad69378d5ab5a9f243a6ceeec62d8838662,5ffc1f1d48e32ed011478c1f2824079746972ee0f82c7ad844e10077e505597e,228.0000
d573e6b9de1435a82aa42687ce83733866bc4d6bc88055c05d3055a3e5dd638e,9346.0000,4823,Hubbards White Rice 1kg,0897d09c93d297db356799487a8b9fae178fbc47632a000ec5e52b7f963bc75a,a6cd7ae48fcb8b5f0590f98e1dff4cb692481245e4b5b9ac3085e267d78e964a,1fdf7ecef51b6cbf23d63f50fcb84e74ad227f3a5775b207c60b9a9295c2af60,303d3bff03929ff76928fccc756ab6aa76afaee83eebe69b8302ea8844f5ac1f,1000.0000
b246568e626cb17021eda0bda5427fa9ceb3f8eea824318d456c2021dca8ac01,2167.0000,1883,Winders Strawberry Blackcurrant 5x17g,937520db8860addf5b46e1af825fe8b47218082c83aa437c29ec909b06029f71,b5940ae79ab8bac58ec947444943e05c754a6ab5a59424bd085d1327749cc04e,21e89abf5218d8d7236277bf9d754a661f98fee31d6304b77cc4a14d0c9b1898,303d3bff03929ff76928fccc756ab6aa76afaee83eebe69b8302ea8844f5ac1f,85.0000
9e9e46354469546d09c2cc280a5c808aadf2c849790a3ebc63afd9bdfb7b3d59,2917.0000,1688,JS Raspberry Trifle 135g,31e4201cc522f005d37f316811e7f2b4cc0679c7111ae3abcb514f730d8f4c39,f03d9c6d6d1714b3c96b4c659da8375bfe85503fb857af2aeba8d2f23226eb61,4a59f330b59ded91d91b3a62b252da59cc89e3659756286902cd6ac402ce8a25,1a51bb87d83a1e42f2a963ac1f8d6e8b6bd65c47136e6a952cade699e9001ce2,135.0000
bea8dc1075bce33c0998ba5eedaf732fa20308e790da7c880b35f3dd02013a9f,2655.0000,2415,JS Lemon Cheesecakes 3x100g,501b5981bd81710f0159e22acbdb38b3f920d3700b333583bed1beb5adfa8c2a,f03d9c6d6d1714b3c96b4c659da8375bfe85503fb857af2aeba8d2f23226eb61,4a59f330b59ded91d91b3a62b252da59cc89e3659756286902cd6ac402ce8a25,1a51bb87d83a1e42f2a963ac1f8d6e8b6bd65c47136e6a952cade699e9001ce2,300.0000
afb2eac9c0f7f2dd9bc401664b41c14f7310c22042ccae749eee5304fb61ea8e,1589.0000,1347,JS Smoked Salmon & Cream Cheese SW,ba712385964d6673bfaf4c8e406a63380d4a7965d63345bf689d5a641ece991f,e22724dc51927fd11f1fa88b4d68f2f2ab1432b0c970ef47a130956182246b40,fe6ebe1978a272f386f80bfae535c5d0093ea936889064788946939b37dccd1f,74990c8ce7f380a02207f6756cd556f9ce0c78ffb2ccabc583f3bf6a17bd1c4c,181.0000
f307540a042e29f69fb769ab9f6fa4fb08125a5ec6648816a85bbd09f140fa31,1924.0000,1594,"JS Bacon, Lettuce & Tomato BLT SW",ba712385964d6673bfaf4c8e406a63380d4a7965d63345bf689d5a641ece991f,e22724dc51927fd11f1fa88b4d68f2f2ab1432b0c970ef47a130956182246b40,fe6ebe1978a272f386f80bfae535c5d0093ea936889064788946939b37dccd1f,74990c8ce7f380a02207f6756cd556f9ce0c78ffb2ccabc583f3bf6a17bd1c4c,206.0000
b5dcda86ad161dcef537ce92b90beabadff84b64aa6b23146cb27015aeeea7bc,2124.0000,1679,JS Smoked Ham & Cheddar SW,69a50cfb24a6df92a5541dbef75ce5c2dd03b93edd236401199418ca934c8786,e22724dc51927fd11f1fa88b4d68f2f2ab1432b0c970ef47a130956182246b40,fe6ebe1978a272f386f80bfae535c5d0093ea936889064788946939b37dccd1f,74990c8ce7f380a02207f6756cd556f9ce0c78ffb2ccabc583f3bf6a17bd1c4c,177.0000
3b47ead8994dd9980ab2bd6fdfc9d667417e07de869e408815c9ee0998241810,2765.0000,2178,LITTLE ONES DRY FIT  6+EP 30,24f8a746120a55b208e8ca5b765c7573adf4a50ef818dc3dae8a3123fd4c3577,fc4d2e38dc5339036e4f222a0281c1c64481fa1846f35353dc726945d9f63334,32d24e7c824e56109a2381b5f17dd53934d2d80e239c633158651e775ac4f14c,6ba7d494efdf1a5ab73cad55c6cf76b4c199372ebaf0828c9c1b77ec9e64cfa7,30.0000
b7f57ad80ce7604cc532b7a9d93fdc9b0658f4ffdc93036af76b687dd9c7bd98,1872.0000,1653,JS milky bones for small dogs 400g,ed3ff3ca1cbcd7165660213cb782f7a7d0e15b279a8d9874172f8d1267f5d427,8f178858267b3c6eefdc75ccbf9f1e9db9f25379f6e3274f1c5a04006d8c0770,5ea5bb241f5f6c24cea39e063836ed4a7586bb3b163e706e1ef4c9d1a752683c,5ffc1f1d48e32ed011478c1f2824079746972ee0f82c7ad844e10077e505597e,400.0000
2574d1d5234705005c7b14e459bb756ef98191153662f23cca91c34ac4991a0d,1599.0000,1299,Good Boy chewy lamb strips 80g,ed3ff3ca1cbcd7165660213cb782f7a7d0e15b279a8d9874172f8d1267f5d427,8f178858267b3c6eefdc75ccbf9f1e9db9f25379f6e3274f1c5a04006d8c0770,5ea5bb241f5f6c24cea39e063836ed4a7586bb3b163e706e1ef4c9d1a752683c,5ffc1f1d48e32ed011478c1f2824079746972ee0f82c7ad844e10077e505597e,80.0000
865ae9f08fc9ed1dc1f01a7d417fc5fa221933593c19760c83de2ae68bd3c478,1458.0000,1363,JS biscuit selection for dogs 800g,fe1c3939dcb78e33b8ada7ba6018c5e37ee27d61ffd1ed5ebd866c2594eca700,8f178858267b3c6eefdc75ccbf9f1e9db9f25379f6e3274f1c5a04006d8c0770,5ea5bb241f5f6c24cea39e063836ed4a7586bb3b163e706e1ef4c9d1a752683c,5ffc1f1d48e32ed011478c1f2824079746972ee0f82c7ad844e10077e505597e,800.0000
fd1e726e19402717cd9a63f735983082235b2a8cb0eec433c521d713113fcdf0,5563.0000,4711,JS dental sticks medium dogs x14 360g,ed3ff3ca1cbcd7165660213cb782f7a7d0e15b279a8d9874172f8d1267f5d427,8f178858267b3c6eefdc75ccbf9f1e9db9f25379f6e3274f1c5a04006d8c0770,5ea5bb241f5f6c24cea39e063836ed4a7586bb3b163e706e1ef4c9d1a752683c,5ffc1f1d48e32ed011478c1f2824079746972ee0f82c7ad844e10077e505597e,360.0000
702729e04b57093360b3a5c54f328566eec50ba257b62f2bd4b4ad52489000e1,1735.0000,1383,Good Boy chewy twists with chicken 90g,ed3ff3ca1cbcd7165660213cb782f7a7d0e15b279a8d9874172f8d1267f5d427,8f178858267b3c6eefdc75ccbf9f1e9db9f25379f6e3274f1c5a04006d8c0770,5ea5bb241f5f6c24cea39e063836ed4a7586bb3b163e706e1ef4c9d1a752683c,5ffc1f1d48e32ed011478c1f2824079746972ee0f82c7ad844e10077e505597e,90.0000
3507f02e88cefb748cc983ca27ea5a2f3a72a5a62f8ddbe92abef0c7c786d5db,1983.0000,1657,Good Boy pigs in blankets 80g,ed3ff3ca1cbcd7165660213cb782f7a7d0e15b279a8d9874172f8d1267f5d427,8f178858267b3c6eefdc75ccbf9f1e9db9f25379f6e3274f1c5a04006d8c0770,5ea5bb241f5f6c24cea39e063836ed4a7586bb3b163e706e1ef4c9d1a752683c,5ffc1f1d48e32ed011478c1f2824079746972ee0f82c7ad844e10077e505597e,80.0000
614920bd8120b8f56e154d4b3324e432895be6c9233ed22c66e88a2832b54dab,2102.0000,1962,JS small biscuit bones for dogs 800g,ed3ff3ca1cbcd7165660213cb782f7a7d0e15b279a8d9874172f8d1267f5d427,8f178858267b3c6eefdc75ccbf9f1e9db9f25379f6e3274f1c5a04006d8c0770,5ea5bb241f5f6c24cea39e063836ed4a7586bb3b163e706e1ef4c9d1a752683c,5ffc1f1d48e32ed011478c1f2824079746972ee0f82c7ad844e10077e505597e,800.0000
a09a8cda2436b59e796152ecba3cf61ad0493aaac25affa3803b7ef64b22a3d5,8812.0000,6916,JS meaty strips chicken x20 200g,ed3ff3ca1cbcd7165660213cb782f7a7d0e15b279a8d9874172f8d1267f5d427,8f178858267b3c6eefdc75ccbf9f1e9db9f25379f6e3274f1c5a04006d8c0770,5ea5bb241f5f6c24cea39e063836ed4a7586bb3b163e706e1ef4c9d1a752683c,5ffc1f1d48e32ed011478c1f2824079746972ee0f82c7ad844e10077e505597e,200.0000
d6bc0a7b307e66306d62d8c6b1b521da57ac70fc2774af1f6400ffaf2741cd80,2851.0000,2395,JS Stuffed Crust Pepperoni Pizza 424g,c9a5753a9c0516c6cd4b6b41a04589c3b7ac874dbf4d51e0f584265d73f6c905,1cdae4940f9f7b2a411e7d68e564def901716bdf97d3558082555116d5600f39,5b314459a9766ab77d36b495c8ceb724e329c1713b209b52b96f132502522640,3f3e52f9cec4a3ebe9636b5e483e3c220ba506b24257083cc10b48fb93f459d0,424.0000
5681e194e8db0231215b34aec6396b185890eba668de6ec5d2d978d490431252,6.0000,6,TV TIMES 22/23,e5cd9789012c0da0312710cc2b36b1ea2b1a5840f3b7f5b52fc7eb9278a2a158,36b1b1b3bb3818c6786cb7cd84b90b88b7b2bd44f4ae6d3a40f99e0f5374f722,a49deafc455e166d548111275e6bdc4e32743b1d2d559d5aab8512b8ccf731cd,16e07576851f55b4c8bf497b8ceaac92b9dbcd2f57dbbc2202f7315e334eecb1,1.0000
dd5f2227014e3cac07caa5fdc6e8651cb88104530d401c3cda67a303f5d92604,1830.0000,1430,Stamford Street Strawberry &Vanilla Roll,d61563fa020b98413242f34122534be9da967ee391878f3c834b11a552125e37,f76f911f6b05ecbf3989fe1e6f858bbd104e8fe6a583432e9f22ecc4d8935837,c7614ce176e2a9c07b613786a604c418e5428e4879b3e932db319480f1976ceb,ea1b80d4a3ab48e7a83f0777c7bb851760fdfd644fa67f3234330eca37a22674,365.0000
56a6972024ec538baf8b0695aa9cc6fcf347f5dbe3c5238f7f6171b75fac81b3,2880.0000,2168,Stamford Street Fairy Cakes X12,7a132d94c7c022d8f7172fd6e5cd4e54b760372400b2a927ea0c26f2c5508d80,f76f911f6b05ecbf3989fe1e6f858bbd104e8fe6a583432e9f22ecc4d8935837,c7614ce176e2a9c07b613786a604c418e5428e4879b3e932db319480f1976ceb,ea1b80d4a3ab48e7a83f0777c7bb851760fdfd644fa67f3234330eca37a22674,275.0000
c62772b3bf43bafc30d89276129d4fc6e14ac824083eb9ff18df170eb6d1c5a9,3259.0000,2308,Stamford Street Mini Rolls 102g,8750e9c6c7908ae21fac29d50bf895084d211fe11bd2c5abc0ea05dbd46feb17,f76f911f6b05ecbf3989fe1e6f858bbd104e8fe6a583432e9f22ecc4d8935837,c7614ce176e2a9c07b613786a604c418e5428e4879b3e932db319480f1976ceb,ea1b80d4a3ab48e7a83f0777c7bb851760fdfd644fa67f3234330eca37a22674,102.0000
72de1aba238e68857c570644ce7a1640df7f97e82e7413ec0bfb2f2de85912a1,4869.0000,1766,Hubbard's Pasta Sauce 440g,d486bfbe771add737ef4d692d8b10aad5f48327627462e5aa69141b3fc2d3ba6,406a9267b9566ca9cc4e19e6c7246ca8dae949d9b275588c789918bdf1be6f95,3eac562f4f335122312f0ddfb59d6ecaf26001ca77dbf96ffb5ce8115b64415c,303d3bff03929ff76928fccc756ab6aa76afaee83eebe69b8302ea8844f5ac1f,440.0000
e3a81ba946f52101845983229f68588212fe1e9438c572581291b8d2ef111c4a,2388.0000,1776,JS Flame Grilled Pizza Bases x2 300g,1781dd9c5a65ab276c544beb212786c0992e8fdf6862693ea686bf5b6a32b668,406a9267b9566ca9cc4e19e6c7246ca8dae949d9b275588c789918bdf1be6f95,3eac562f4f335122312f0ddfb59d6ecaf26001ca77dbf96ffb5ce8115b64415c,303d3bff03929ff76928fccc756ab6aa76afaee83eebe69b8302ea8844f5ac1f,300.0000
e5519cf0f639b518b111026a1e76e6753292a7053392e355b5a27fa92b4f55c3,25646.0000,18793,SSTC SOFT CREAM CHEESE 200G,4317a01f4c36186534adbdb0cdb974ff85abee6c7f990d9c3942dbd8047a93f6,cf273722b3fbfdd8c2eac26fbf9a82b932ed9136db32a3d56015d38c29e06f77,eee1f3238fd446168cd5261be8246a0aa753a802186a748e2f0c1ff5b4d94fe6,62fdd249de742553d34dd123970d49a2aed30427dc0d6b8e1e4b6be2d65a069d,200.0000
2ee3d7c1cb1977da02fbc5b68ea5cdde08bdb9d9bfa5d02761fe3850e3c7df9f,2950.0000,1465,JS Original Dry Cider 2lt,af3576e42466f26377e06aff5f04a75fd0ad36ce22899dd9bcd19049007ca808,6ea59b71e53fa2519ceee618f926ceb0099105dc0a5cd4a32985154348fa9ca5,20f2db59b49ea2d6c7f6da776b616adf0529737c4e7b478dbcee786c7f793303,43223179daf7953df345450992ba73eed713013a875045a993e426445dcdd970,2000.0000
b3d0bde7920e053da68de3cd8e350bd32da6cde38f305a15ab9dc2a1f18071ef,2633.0000,1534,JS Original Dry Cider 4x440ml,d26af679b80a6afc13126f039f6d5b5979b676488ee45c3196bba7ac5d8fa2f3,6ea59b71e53fa2519ceee618f926ceb0099105dc0a5cd4a32985154348fa9ca5,20f2db59b49ea2d6c7f6da776b616adf0529737c4e7b478dbcee786c7f793303,43223179daf7953df345450992ba73eed713013a875045a993e426445dcdd970,1760.0000
d035d5eae05d87378b0e5bbbc6f7098e4e7f9ff8cdac38d2428b46d2e8922eda,1642.0000,1423,Thatchers Gold 10x440ml,e2c2486cf3d88490213323264aaa08a76bcd6b2aa218bec05ff3e0883227604d,6ea59b71e53fa2519ceee618f926ceb0099105dc0a5cd4a32985154348fa9ca5,20f2db59b49ea2d6c7f6da776b616adf0529737c4e7b478dbcee786c7f793303,43223179daf7953df345450992ba73eed713013a875045a993e426445dcdd970,4400.0000
a678e8f5abd175fae9a56fd004d4946992f77096a2dd84a93ba68a0879a7c075,1560.0000,1554,Strongbow 18x440ml,2eb7be5ae96761ec4390386904b23cd5cfd5525da96d7365efaf14505dd5caf8,6ea59b71e53fa2519ceee618f926ceb0099105dc0a5cd4a32985154348fa9ca5,20f2db59b49ea2d6c7f6da776b616adf0529737c4e7b478dbcee786c7f793303,43223179daf7953df345450992ba73eed713013a875045a993e426445dcdd970,7920.0000
fcb4860524f4b3f5503a6f6096ade548f01e2374b5f082189b19ceb5eba54487,1579.0000,1561,TAKE A BREAK,dd214947b0a9640faaec3fd9605171c055ff752c00c42ad04ac518a43eea2bd3,ce352eddf983291ed319bf34cdcd8ff6cddb0989cceeb207e05706e667efc023,a49deafc455e166d548111275e6bdc4e32743b1d2d559d5aab8512b8ccf731cd,16e07576851f55b4c8bf497b8ceaac92b9dbcd2f57dbbc2202f7315e334eecb1,150.0000
51bf6d83d000c260a065aa54280a28f7515f5bbde798daa0d687b1e835706daa,3341.0000,3311,Walkers Meaty 20pk,db813ad09b781a70bd208a0c4adc818953ae5cb7ac4c89b340c031a6a5f933e7,2c61c19c8262eefa6a1154ae9e0a4d304fccf49a44f06a7a7ca9c053fcc725fc,f6ccf0078eb016c76496d0e656ae6cd1debdee0907395e5f94fd5a87cc2001cf,1d39f0169eaee3060a5d6610b59a9f99faf439acd09292661acc0fece1b2dfa1,500.0000
4a785eb19c7c90d2fec4eb88b9a94c3927ebbdeab355ae6ad571f0dcd2ad34ff,10554.0000,10432,Walkers Variety 20pk,db813ad09b781a70bd208a0c4adc818953ae5cb7ac4c89b340c031a6a5f933e7,2c61c19c8262eefa6a1154ae9e0a4d304fccf49a44f06a7a7ca9c053fcc725fc,f6ccf0078eb016c76496d0e656ae6cd1debdee0907395e5f94fd5a87cc2001cf,1d39f0169eaee3060a5d6610b59a9f99faf439acd09292661acc0fece1b2dfa1,500.0000
abb87bdb518badcf33fc455e513be6903c6f7d877828e5c811bf4dff79771ef0,6077.0000,5745,Walkers Cheese&Onion 12pk,db813ad09b781a70bd208a0c4adc818953ae5cb7ac4c89b340c031a6a5f933e7,2c61c19c8262eefa6a1154ae9e0a4d304fccf49a44f06a7a7ca9c053fcc725fc,f6ccf0078eb016c76496d0e656ae6cd1debdee0907395e5f94fd5a87cc2001cf,1d39f0169eaee3060a5d6610b59a9f99faf439acd09292661acc0fece1b2dfa1,300.0000
94280907f264bc22089d92eb299217a6fb2181f5e0d46702cd47bfad29f6ea1b,2756.0000,1495,Oatly Oat Drink Skinny 1l,9a3cf0d3425ee3b8e350fe545b5dd5d8f225d00e712fc8d930971ddcb2e1badc,c37380ed4c78ee37f65a8b6230f8eb487848cccd119163e8ae4ad0272a6f7f38,80709361302e338d0aadf7229289b6b6bce683f27d0f972c1615491b0127e4f3,62fdd249de742553d34dd123970d49a2aed30427dc0d6b8e1e4b6be2d65a069d,1000.0000
687e76ba74031be199fb48d468f4757828d42d4008d80c27f57f9adfddf74fb7,4953.0000,3810,SSTC Cooking Bacon 500g,89de032557eb3ed53ce62813738d5de7829d6f18283a4d12dd6437ca0a1bf3e2,af6eeed95fe07595523a5400876180e8afdaeea848706b5860dfbbd9e664cceb,1dd8c2d759dfb6a35d5e120f27158cb749ee2c77768b69be6514bada7f5cc344,0d7eeabb4a81aec1080c87611310a6e5f80e04e7ea41796b4f3f295c9a083ff4,500.0000
db7271041c5d6b2219e9744cf86f02766c1a83ad3ab05f6ef1445c750ac2970d,1377.0000,1377,JS Lamb Breast CW,4a3b6449faa0ff09e49106fcad055513193e45569428460b4de81c9b5016165c,4a3b6449faa0ff09e49106fcad055513193e45569428460b4de81c9b5016165c,28061dbb5a2182eb811553d37271f1a5c376052f397ffbee61d920e8bf9e7392,06d2c2d77a6923df8f14ae34f3f6662bc20d1833ec3a623a7b7672e6b5f5d7be,775.0000
67a3987bde1d4fe2e7d75f308bc27ca3a2a652fdef97121a95cb234b537f1b9f,1465.0000,1185,JS Medium Dry Amontillado Sherry 1L,2f1fed213673e457cdf6ee18170e0a7b7c5a4131bfedfc8c232d2f2bc5b28ecb,0bc513923a01377ef5814b52c8fc84422eaa2d2c68741bde1eb93a578d1b8b15,b9a341998c5eda7925647c0e3bb8fb9d6a8f5814eb7a6acf4a8c833c8174e6cf,017ecbb9f5f6822972f54c720904a02672778e2faaa0e239a224fafe90a5617c,1000.0000
ad114bb1f49327470c5931745350659e0b9977bbcd27bb4f347f7ff322c1a26b,2730.0000,954,Arctic Coffee Latte 330ml,f15f76057755f3c4b1474ad07ce724e05946e66e8dede39e15e3599407912389,94095f62e4d4fe64c01bd844192a9798a7731ab0ee7ee2da8979ca5ab6eb3476,e601d4d0a482f151e7cd0026a244b4d361e50c26b6466a16dff8642a30c5c51f,62fdd249de742553d34dd123970d49a2aed30427dc0d6b8e1e4b6be2d65a069d,330.0000
